Timestamp	Total RAM	Free RAM	Swap Available	Memory Available	Memory Available at Start	Memory Available at Block Start	Memory Used Since Start	Memory Used Since Block Start	Memory Resident Size	Memory Virtual Size	Message
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	Running GenoQC...
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'help' = 'false'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'verbose' = '1'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'version' = 'false'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'force' = 'false'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'throw-exception' = 'false'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'analysis-files-path' = ''
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'xml-file' = ''
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'temp-dir' = '/Volumes/Moon/TCGA_BRCA/R_batch1'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'out-dir' = '.'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'log-file' = ''
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'command-line' = 'apt-geno-qc --cdf-file /Volumes/Moon/TCGA/lib/GenomeWideSNP_6.cdf --qcc-file /Volumes/Moon/TCGA/lib/GenomeWideSNP_6.r2.qcc --qca-file /Volumes/Moon/TCGA/lib/GenomeWideSNP_6.r2.qca --cel-files /Volumes/Moon/TCGA_BRCA/info/cel_files_normal.txt --out-file /Volumes/Moon/TCGA_BRCA/R_batch1/apt-geno-qc.txt'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'exec-guid' = '7b82baf7-313b-4756-b749-7f2fd71deedf'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'program-name' = 'apt-geno-qc'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'program-company' = 'Affymetrix'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'program-version' = 'apt-1.12.0'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'program-cvs-id' = '$Id: apt-geno-qc.cpp,v 1.64.2.4 2009/10/13 19:03:18 awilli Exp $'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'version-to-report' = 'apt-1.12.0 $Id: apt-geno-qc.cpp,v 1.64.2.4 2009/10/13 19:03:18 awilli Exp $'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'free-mem-at-start' = '28758207283'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'cdf-file' = '/Volumes/Moon/TCGA/lib/GenomeWideSNP_6.cdf'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'spf-file' = ''
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'qcc-file' = '/Volumes/Moon/TCGA/lib/GenomeWideSNP_6.r2.qcc'
10/22/2012 10:40:10	32754	11677	0	27411	27411	27411	0	0	14	2399	GenoQC: Initial Option 'qca-file' = '/Volumes/Moon/TCGA/lib/GenomeWideSNP_6.r2.qca'
